text,label
gue bilang kontol lo mau gue penggal sekarang banget,Abusive
bangsat dasar suku itu ga bisa dipegang anjir,Hate Speech
bro sialan cewek yang suka selfie itu narsis cok,Harassment
hei buset telat bangun lagi nih bro,Normal
bro asu gue habisin lo sekarang loh,Abusive
bro anjing perempuan ga usah sok mandiri anjir,Harassment
oi bangsat dasar suku itu ga bisa dipegang,Hate Speech
gue bilang sialan sepatu gue copot pas jalan gila,Normal
gila sih cuacanya panas banget hari ini banget,Normal
hei goblok lo cewek cantik tapi otak kosong,Harassment
oi anjing gue patahkan tulang lo satu satu serius,Abusive
bro sialan lupa bawa charger dari rumah beneran,Normal
anjing lo berani sama gue? gue bacok lo anjir,Abusive
woi bangsat lo cewek jangan terlalu ambisius cok,Harassment
dengerin gue duh salah jalan lagi nyasar anjir,Normal
woi brengsek dasar orang itu ga punya malu cok,Hate Speech
bro buset telat bangun lagi nih emang,Normal
oi keparat lo minta dihajar di depan umum gila,Abusive
oi goblok perempuan itu tempatnya di bawah pria parah,Harassment
gue bilang bangsat dasar golongan rendah ga berguna sih,Hate Speech
oi gue capek banget astaga cok,Normal
hei goblok lo nyari mati ya ganggu gue bro,Abusive
oi sialan cewek terlalu vokal itu melelahkan bro,Harassment
woi tai lo minta diremukkan ya emang,Abusive
dengerin gue bangsat lo minta digebuk emang banget,Abusive
oi jancok dasar keturunan asing sok pribumi,Hate Speech
hei duh lupa kirim tugas kemarin,Normal
dengerin gue kampret lupa password akun loh,Normal
eh keparat cewek suka dugem ga ada nilainya emang,Harassment
cuy kampret lupa password akun beneran,Normal
goblok perempuan itu tempatnya di bawah pria banget,Harassment
eh jancok lo awas tidur nyenyak oi,Abusive
eh duh lupa bawa dompet kampret loh,Normal
woi kontol orang jawa licik emang loh,Hate Speech
cuy anjir ketinggalan bus barusan ya,Normal
gue bilang goblok dasar ras itu inferior ga ada gunanya sih,Hate Speech
lo tau ga kontol dasar orang itu emang licik dari lahir serius,Hate Speech
bro sialan lo gue ketok kepala lo pake batu nih,Abusive
bro kampret lo siap benjol ketemu gue cok,Abusive
lo tau ga bangsat lo minta digebuk emang loh,Abusive
woi anjir lupa matiin kompor dari rumah serius,Normal
eh goblok cewek terlalu pintar itu ga normal ya,Harassment
woi anjir printer mati pas mau ngeprint tugas kan,Normal
woi brengsek perempuan jangan terlalu banyak tuntutan oi,Harassment
kontol orang jawa licik emang emang,Hate Speech
cuy goblok dasar suku itu monopoli mulu oi,Hate Speech
hei anjir lupa beli minum dari tadi haus ya,Normal
eh keparat dasar suku itu kasar dari lahir ya,Hate Speech
anjing dasar golongan itu ga ada baiknya cok,Hate Speech
anjir nilai gue ancur parah banget nih,Normal
cuy goblok lo nyari mati ya ganggu gue bro,Abusive
oi anjir ketinggalan bus barusan ya,Normal
kontol lo foto malam malam minta apa gila,Harassment
oi anjir antrian kasir panjang banget gila,Normal
gue bilang sialan lo ga akan aman dari gue beneran,Abusive
woi waduh deadline bentar lagi belum mulai parah,Normal
tai lo minta diinjek mukanya cok,Abusive
oi anjing dasar kafir haram minta diusir oi,Hate Speech
lo tau ga asu lo cewek kelakuannya mengundang banget beneran,Harassment
woi buset parkiran penuh semua banget,Normal
gue bilang keparat dasar pendatang merusak negeri ini serius,Hate Speech
bro buset ketinggalan kereta barusan ga?,Normal
anjing lo berani sama gue? gue bacok lo serius,Abusive
dengerin gue bangsat lo minta digebuk emang beneran,Abusive
lo tau ga anjing gue patahkan tulang lo satu satu oi,Abusive
bro anjir koneksi internet lelet parah parah,Normal
dengerin gue sialan sandal gue ilang di masjid lagi banget,Normal
cuy brengsek perempuan jangan terlalu banyak tuntutan,Harassment
gue bilang goblok dasar orang sana primitif banget anjir,Hate Speech
eh brengsek dasar orang itu ga usah tinggal di sini bro,Hate Speech
hei duh lupa kirim tugas kemarin beneran,Normal
gila sih cuacanya panas banget hari ini nih,Normal
eh jancok perempuan terlalu bebas kebablasan banget,Harassment
oi aduh ngantuk banget pengen bobo kan,Normal
gue bilang gila udah usaha keras nilainya segini loh,Normal
dengerin gue tai lo pamer foto begitu siapa yang senang,Harassment
cuy brengsek dasar suku itu ga mau baur gila,Hate Speech
lo tau ga duh lupa ada meeting pagi ini emang,Normal
lo tau ga cuk lo ga akan selamat dari tangan gue gila,Abusive
oi keparat dasar ras itu rendahan dari sananya gila,Hate Speech
gue bilang buset nemu teman awkward di mall emang,Normal
hei gila hujannya deras banget ga ada berhentinya ya,Normal
gue bilang tai cewek yang bebas itu murahan parah,Harassment
bro anjing gue patahkan tulang lo satu satu emang,Abusive
gue bilang bah kaki pegel banget habis jalan jauh cok,Normal
gue bilang kontol perempuan itu ujungnya tetap butuh pria nih,Harassment
eh bangsat lo minta digebuk emang ga?,Abusive
gue bilang goblok lo ganggu lagi gue bacok loh,Abusive
lo tau ga bah ribet banget prosedurnya,Normal
gue bilang kontol lo foto malam malam minta apa bro,Harassment
woi kontol lo pikir gue lupa? gue bales ya,Abusive
dengerin gue anjing lo ketemu gue di gang siap nangis emang,Abusive
woi goblok perempuan itu tempatnya di bawah pria ga?,Harassment
bangsat lo cewek jangan terlalu ambisius anjir,Harassment
dengerin gue brengsek dasar orang itu ga usah tinggal di sini ga?,Hate Speech
hei anjir lupa beli minum dari tadi haus parah,Normal
eh brengsek lo gue racuni pelan pelan bro,Abusive
keparat lo seksi banget kapan bisa gue pegang oi,Harassment
gue bilang bah ribet banget prosedurnya anjir,Normal
tai lo pamer foto begitu siapa yang senang emang,Harassment
bro buset belanja kebanyakan dompet tipis cok,Normal
woi gila sih cuacanya panas banget hari ini cok,Normal
woi jancok lo berani lawan gue? salah pilihan hidup anjir,Abusive
woi bangsat dasar cina pelit dari sananya serius,Hate Speech
oi anjing cewek single pasti ada yang salah ga?,Harassment
bro kampret lo nyari masalah sama orang salah beneran,Abusive
cuy asem deh ketinggalan kelas tadi ga?,Normal
woi kontol orang itu emang rendah dari sananya serius,Hate Speech
bro kontol lo ga akan bisa kabur gila,Abusive
lo tau ga anjing berani sentuh orang gue gue habisin ga?,Abusive
cuy anjing lo cewek ga usah sok kuat,Harassment
dengerin gue tai cewek yang banyak minta itu menyebalkan beneran,Harassment
gue bilang duh lupa kirim tugas kemarin kan,Normal
cuy goblok gue lacak lo ke manapun emang,Abusive
lo tau ga bangsat dasar ras inferior ga ada gunanya cok,Hate Speech
eh duh lupa ada janji sama orang emang,Normal
lo tau ga keparat dasar pendatang mau ambil alih negara kan,Hate Speech
cuy jancok lo berani lawan gue? salah pilihan hidup emang,Abusive
oi kampret tugas numpuk banget deh banget,Normal
eh astagfirullah lupa makan dari tadi oi,Normal
hei jancok dasar keturunan asing ga berbudaya beneran,Hate Speech
eh goblok dasar orang sana primitif banget bro,Hate Speech
woi kampret tugas numpuk banget deh beneran,Normal
cuy anjing gue patahkan tulang lo satu satu banget,Abusive
cuy goblok lo nyari mati ya ganggu gue cok,Abusive
oi keparat lo nyari mati ya parah,Abusive
cuy kontol perempuan itu ga pantas pimpin negara ga?,Harassment
lo tau ga jancok dasar keturunan asing minta diusir ya,Hate Speech
cuy jancok lo berani lawan gue? salah pilihan hidup oi,Abusive
woi bangsat lo seksi parah bikin susah fokus nih,Harassment
oi tai cewek yang bebas itu murahan,Harassment
woi anjing perempuan ga usah sok bisa pimpin beneran,Harassment
lo tau ga kontol lo gue hajar sampai mampus parah,Abusive
hei duh lupa ada meeting pagi ini ya,Normal
lo tau ga kontol lo seksi banget bikin gue liar cok,Harassment
dengerin gue bah kaki pegel banget habis jalan jauh ga?,Normal
gue bilang kampret lo nyari masalah sama orang salah anjir,Abusive
eh brengsek perempuan moodyan ga bisa dipegang emang,Harassment
eh goblok perempuan itu tempatnya di bawah pria beneran,Harassment
sialan lo ga akan aman dari gue sih,Abusive
gue bilang duh lupa bawa dompet kampret ya,Normal
gue bilang brengsek dasar pendatang ga tau diri banget,Hate Speech
gue bilang buset parkiran penuh semua bro,Normal
hei sialan sepatu gue copot pas jalan bro,Normal
goblok lo ganggu lagi gue bacok gila,Abusive
gue bilang goblok lo ganggu lagi gue bacok ya,Abusive
lo tau ga bajingan lo pake makeup tebel mau tipu siapa kan,Harassment
bro duh lupa ada meeting pagi ini emang,Normal
woi bajingan lo gue cincang ntar banget,Abusive
cuy tai dasar keturunan babi haram bro,Hate Speech
gue bilang anjing berani sentuh orang gue gue habisin parah,Abusive
woi kampret kehujanan ga bawa payung banget,Normal
lo tau ga bajingan cewek pake baju begitu minta apa ya,Harassment
eh anjing gue patahkan tulang lo satu satu serius,Abusive
dengerin gue asu gue kejar lo ke ujung dunia,Abusive
gue bilang bah ribet banget prosedurnya beneran,Normal
hei buset ketinggalan kereta barusan banget,Normal
cuy sialan lo awas ketemu gue di luar anjir,Abusive
bro tai lo pamer foto begitu siapa yang senang,Harassment
cuy kontol orang itu emang rendah dari sananya beneran,Hate Speech
bro anjir hp gue mati pas penting emang,Normal
hei buset parkiran penuh semua ga?,Normal
eh bangsat dasar suku itu ga bisa dipegang bro,Hate Speech
dengerin gue sialan dasar keturunan pki harus dibasmi bro,Hate Speech
sialan perempuan yang suka keluar malam serius,Harassment
kontol orang jawa licik emang ga?,Hate Speech
oi bangsat lo pecahin kepala lo baru tau beneran,Abusive
dengerin gue asu gue habisin lo sekarang nih,Abusive
lo tau ga duh lupa ada janji sama orang beneran,Normal
eh brengsek cewek modern itu lupa kodrat ga?,Harassment
woi sialan gerobak es krim udah pergi emang,Normal
gue bilang brengsek dasar orang itu ga usah tinggal di sini anjir,Hate Speech
bro anjing cewek kayak gitu ga ada harganya cok,Harassment
oi buset ketinggalan kereta barusan banget,Normal
lo tau ga jancok lo awas tidur nyenyak ya,Abusive
woi kontol orang dari etnis itu emang penipu anjir,Hate Speech
eh sialan perempuan yang suka keluar malam gila,Harassment
bro bajingan lo pake makeup tebel mau tipu siapa bro,Harassment
woi bajingan dasar kafir penyembah berhala beneran,Hate Speech
cuy keparat dasar suku itu kasar dari lahir sih,Hate Speech
cuy gila hujannya deras banget ga ada berhentinya,Normal
hei sialan sandal gue ilang di masjid lagi oi,Normal
dengerin gue gila udah usaha keras nilainya segini gila,Normal
kontol cewek cerewet minta disumpal gila,Harassment
dengerin gue bajingan cewek pake baju begitu minta apa ga?,Harassment
bro buset ketinggalan kereta barusan parah,Normal
hei sialan lo gue cabut gigi lo satu satu emang,Abusive
dengerin gue kontol lo pikir gue takut? ya,Abusive
lo tau ga bajingan cewek pake baju begitu minta apa loh,Harassment
lo tau ga brengsek lo gue potong jari lo,Abusive
bro anjing cewek single pasti ada yang salah beneran,Harassment
lo tau ga sialan lo awas ketemu gue di luar beneran,Abusive
anjing berani sentuh orang gue gue habisin beneran,Abusive
eh asu dasar pendatang harus tahu tempatnya kan,Hate Speech
dengerin gue duh salah jalan lagi nyasar parah,Normal
eh sialan ban kempes pas mau berangkat,Normal
eh cuk berani ribut sama gue? mati duluan lo nih,Abusive
eh jancok cewek yang terlalu bebas tidak terjaga oi,Harassment
cuy anjing lo cewek ga usah sok kuat loh,Harassment
oi gila udah usaha keras nilainya segini emang,Normal
buset deh mahal banget harganya banget,Normal
hei asu dasar kafir ga pantas hidup di sini beneran,Hate Speech
bro sialan cewek terlalu vokal itu melelahkan beneran,Harassment
bro brengsek perempuan jangan terlalu banyak tuntutan oi,Harassment
woi tai lo ngomong lagi gue tonjok parah,Abusive
oi asu dasar kafir laknat sesat semua ga?,Hate Speech
hei sialan cewek terlalu vokal itu melelahkan sih,Harassment
woi bajingan lo gue cincang ntar ga?,Abusive
gue bilang jancok perempuan terlalu bebas kebablasan beneran,Harassment
lo tau ga kampret lupa password akun serius,Normal
oi anjing dasar kafir punya agama sesat anjir,Hate Speech
bro bangsat lo seksi parah bikin susah fokus loh,Harassment
cuy sialan cewek yang suka selfie itu narsis emang,Harassment
eh goblok dasar ras itu inferior ga ada gunanya emang,Hate Speech
oi sialan cewek karier tapi ga jaga diri anjir,Harassment
lo tau ga kampret lo nyari masalah sama orang salah anjir,Abusive
gue bilang duh lupa bawa dompet kampret kan,Normal
woi bangsat dasar golongan rendah ga berguna sih,Hate Speech
hei anjing lo berani sama gue? gue bacok lo cok,Abusive
lo tau ga sialan sepatu gue copot pas jalan ya,Normal
bajingan lo gue kirim orang malem ini bro,Abusive
eh tai dasar golongan itu ga bisa dipercaya emang,Hate Speech
cuy sialan lo ga akan aman dari gue anjir,Abusive
cuy sialan cewek karier tapi ga jaga diri serius,Harassment
hei bajingan cewek pake baju begitu minta apa anjir,Harassment
hei jancok dasar suku itu bikin masalah mulu kan,Hate Speech
hei keparat lo cewek cantik tapi minta macam macam,Harassment
cuy brengsek minta dihajar sampai cacat banget,Abusive
bro asu gue kejar lo ke ujung dunia kan,Abusive
eh anjir printer mati pas mau ngeprint tugas kan,Normal
oi gue capek banget astaga loh,Normal
lo tau ga kontol perempuan itu ga pantas pimpin negara sih,Harassment
woi sialan dasar cina komunis ga loyal ga?,Hate Speech
woi kontol lo pikir gue lupa? gue bales serius,Abusive
oi kontol lo gue hajar sampai mampus anjir,Abusive
gue bilang sialan dasar orang dari sana jorok emang ya,Hate Speech
oi buset parkiran penuh semua gila,Normal
lo tau ga kontol orang itu emang rendah dari sananya banget,Hate Speech
lo tau ga anjir lupa charge hp dari tadi loh,Normal
oi sialan lupa bawa charger dari rumah loh,Normal
hei kontol orang jawa licik emang emang,Hate Speech
cuy bajingan gue siapkan golok buat lo gila,Abusive
dengerin gue jancok dasar keturunan asing minta diusir,Hate Speech
hei goblok lo nyari mati ya ganggu gue gila,Abusive
gue bilang bangsat dasar suku itu ga bisa dipegang emang,Hate Speech
cuy sialan lupa bawa charger dari rumah bro,Normal
hei duh baju basah kena hujan tadi beneran,Normal
hei jancok lo gue tunggu sampai kapanpun anjir,Abusive
eh brengsek lo gue racuni pelan pelan ga?,Abusive
woi bajingan lo pake makeup tebel mau tipu siapa cok,Harassment
woi tai dasar orang itu menguasai ekonomi kita ya,Hate Speech
gue bilang asu lo pikir gue main main? gue serius parah,Abusive
hei bangsat lo seksi parah bikin susah fokus,Harassment
bro keparat cewek suka dugem ga ada nilainya gila,Harassment
gue bilang kontol lo gue hajar sampai mampus kan,Abusive
eh asu gue habisin lo sekarang serius,Abusive
dengerin gue bangsat lo pake baju ketat minta diliatin sih,Harassment
hei bajingan dasar keturunan mereka berbahaya parah,Hate Speech
eh duh lupa ada janji sama orang sih,Normal
dengerin gue bangsat lo pake baju ketat minta diliatin kan,Harassment
woi brengsek lo gue potong jari lo ga?,Abusive
woi bajingan dasar kafir ga usah ikut campur banget,Hate Speech
eh sialan dasar orang dari sana jorok emang parah,Hate Speech
dengerin gue buset harga naik lagi deh gila,Normal
gue bilang buset ketinggalan kereta barusan nih,Normal
anjing cewek kayak gitu ga ada harganya sih,Harassment
oi jancok dasar suku itu bikin masalah mulu ya,Hate Speech
eh tai berani lagi gue remukkan emang,Abusive
dengerin gue kampret kehujanan ga bawa payung parah,Normal
kontol lo seksi banget bikin gue liar serius,Harassment
eh buset nemu teman awkward di mall anjir,Normal
oi tai lo minta diinjek mukanya kan,Abusive
bro brengsek dasar pendatang ga tau diri parah,Hate Speech
bro duh lupa ada janji sama orang oi,Normal
lo tau ga anjing gue patahkan tulang lo satu satu bro,Abusive
lo tau ga kampret lo nyari masalah sama orang salah parah,Abusive
hei jancok lo gue tunggu sampai kapanpun,Abusive
anjing perempuan ga usah sok bisa pimpin emang,Harassment
bro goblok dasar orang sana primitif banget serius,Hate Speech
bro anjing orang dari sana emang jorok nih,Hate Speech
oi kontol dasar orang itu emang licik dari lahir kan,Hate Speech
dengerin gue kontol lo foto malam malam minta apa cok,Harassment
kampret salah masuk kelas malu banget ya,Normal
bro buset parkiran penuh semua emang,Normal
eh kampret koneksi zoom putus pas presentasi emang,Normal
oi buset nemu teman awkward di mall nih,Normal
gue bilang anjir antrian kasir panjang banget sih,Normal
woi jancok perempuan terlalu bebas kebablasan oi,Harassment
lo tau ga brengsek dasar orang itu ga punya malu oi,Hate Speech
hei asu lo cewek kelakuannya mengundang banget parah,Harassment
gue bilang asem deh ketinggalan kelas tadi parah,Normal
oi kampret tugas numpuk banget deh oi,Normal
bajingan dasar keturunan mereka berbahaya emang,Hate Speech
